"Barcode","Genes"
"s_008um_00423_00347-1","SFRP4"
"s_008um_00338_00183-1","SFRP4"
"s_008um_00740_00504-1","SFRP4"
"s_008um_00246_00046-1","SFRP4"
"s_008um_00352_00095-1","SFRP4"
"s_008um_00413_00207-1","SFRP4"
"s_008um_00354_00322-1","SFRP4"
"s_008um_00355_00169-1","SFRP4"
"s_008um_00212_00289-1","SFRP4"
"s_008um_00390_00225-1","SFRP4"
"s_008um_00405_00179-1","SFRP4"
"s_008um_00203_00318-1","SFRP4"
"s_008um_00225_00370-1","SFRP4"
"s_008um_00345_00366-1","SFRP4"
"s_008um_00403_00109-1","SFRP4"
"s_008um_00330_00344-1","SFRP4"
"s_008um_00374_00180-1","SFRP4"
"s_008um_00324_00147-1","SFRP4"
"s_008um_00201_00306-1","SFRP4"
"s_008um_00205_00316-1","SFRP4"
"s_008um_00355_00361-1","SFRP4"
"s_008um_00258_00044-1","SFRP4"
"s_008um_00363_00357-1","SFRP4"
"s_008um_00290_00376-1","SFRP4"
"s_008um_00248_00382-1","SFRP4"
"s_008um_00358_00200-1","SFRP4"
"s_008um_00197_00331-1","SFRP4"
"s_008um_00422_00372-1","SFRP4"
"s_008um_00404_00339-1","SFRP4"
"s_008um_00317_00084-1","SFRP4"
"s_008um_00254_00396-1","SFRP4"
"s_008um_00461_00116-1","SFRP4"
"s_008um_00064_00382-1","SFRP4"
"s_008um_00439_00145-1","SFRP4"
"s_008um_00424_00367-1","SFRP4"
"s_008um_00362_00126-1","SFRP4"
"s_008um_00404_00119-1","SFRP4"
"s_008um_00203_00281-1","SFRP4"
"s_008um_00169_00194-1","SFRP4"
"s_008um_00105_00465-1","SFRP4"
"s_008um_00461_00618-1","SFRP4"
"s_008um_00257_00350-1","SFRP4"
"s_008um_00445_00164-1","SFRP4"
"s_008um_00461_00134-1","SFRP4"
"s_008um_00398_00285-1","SFRP4"
"s_008um_00228_00406-1","SFRP4"
"s_008um_00308_00420-1","SFRP4"
"s_008um_00242_00136-1","SFRP4"
"s_008um_00408_00102-1","SFRP4"
"s_008um_00247_00360-1","SFRP4"
"s_008um_00189_00263-1","SFRP4"
"s_008um_00201_00378-1","SFRP4"
"s_008um_00220_00333-1","SFRP4"
"s_008um_00442_00193-1","SFRP4"
"s_008um_00261_00043-1","SFRP4"
"s_008um_00330_00415-1","SFRP4"
"s_008um_00424_00322-1","SFRP4"
"s_008um_00400_00244-1","SFRP4"
"s_008um_00244_00331-1","SFRP4"
"s_008um_00449_00245-1","SFRP4"
"s_008um_00307_00375-1","SFRP4"
"s_008um_00363_00111-1","SFRP4"
"s_008um_00184_00260-1","SFRP4"
"s_008um_00348_00188-1","SFRP4"
"s_008um_00225_00372-1","SFRP4"
"s_008um_00382_00143-1","SFRP4"
"s_008um_00378_00161-1","SFRP4"
"s_008um_00173_00253-1","SFRP4"
"s_008um_00233_00139-1","SFRP4"
"s_008um_00240_00347-1","SFRP4"
"s_008um_00379_00214-1","SFRP4"
"s_008um_00492_00561-1","SFRP4"
"s_008um_00387_00111-1","SFRP4"
"s_008um_00424_00360-1","SFRP4"
"s_008um_00386_00154-1","SFRP4"
"s_008um_00407_00125-1","SFRP4"
"s_008um_00351_00151-1","SFRP4"
"s_008um_00395_00519-1","SFRP4"
"s_008um_00284_00374-1","SFRP4"
"s_008um_00408_00199-1","SFRP4"
"s_008um_00393_00182-1","SFRP4"
"s_008um_00436_00460-1","SFRP4"
"s_008um_00351_00370-1","SFRP4"
"s_008um_00251_00332-1","SFRP4"
"s_008um_00411_00386-1","SFRP4"
"s_008um_00477_00484-1","SFRP4"
"s_008um_00396_00382-1","SFRP4"
"s_008um_00255_00340-1","SFRP4"
"s_008um_00422_00347-1","SFRP4"
"s_008um_00335_00088-1","SFRP4"
"s_008um_00181_00273-1","SFRP4"
"s_008um_00366_00132-1","SFRP4"
"s_008um_00260_00347-1","SFRP4"
"s_008um_00371_00203-1","SFRP4"
"s_008um_00353_00286-1","SFRP4"
"s_008um_00430_00253-1","SFRP4"
"s_008um_00229_00116-1","SFRP4"
"s_008um_00344_00075-1","SFRP4"
"s_008um_00256_00370-1","SFRP4"
"s_008um_00648_00620-1","SFRP4"
"s_008um_00378_00075-1","SFRP4"
"s_008um_00365_00437-1","SFRP4"
"s_008um_00320_00396-1","SFRP4"
"s_008um_00272_00067-1","SFRP4"
"s_008um_00250_00124-1","SFRP4"
"s_008um_00370_00318-1","SFRP4"
"s_008um_00221_00353-1","SFRP4"
"s_008um_00177_00165-1","SFRP4"
"s_008um_00484_00232-1","SFRP4"
"s_008um_00301_00097-1","SFRP4"
"s_008um_00256_00272-1","SFRP4"
"s_008um_00296_00365-1","SFRP4"
"s_008um_00257_00059-1","SFRP4"
"s_008um_00376_00191-1","SFRP4"
"s_008um_00331_00173-1","SFRP4"
"s_008um_00367_00322-1","SFRP4"
"s_008um_00451_00306-1","SFRP4"
"s_008um_00414_00122-1","SFRP4"
"s_008um_00183_00128-1","SFRP4"
"s_008um_00349_00137-1","SFRP4"
"s_008um_00412_00150-1","SFRP4"
"s_008um_00361_00222-1","SFRP4"
"s_008um_00208_00326-1","SFRP4"
"s_008um_00186_00410-1","SFRP4"
"s_008um_00114_00461-1","SFRP4"
"s_008um_00399_00219-1","SFRP4"
"s_008um_00420_00195-1","SFRP4"
"s_008um_00261_00421-1","SFRP4"
"s_008um_00230_00115-1","SFRP4"
"s_008um_00418_00161-1","SFRP4"
"s_008um_00377_00281-1","SFRP4"
"s_008um_00373_00290-1","SFRP4"
"s_008um_00366_00329-1","SFRP4"
"s_008um_00400_00135-1","SFRP4"
"s_008um_00168_00258-1","SFRP4"
"s_008um_00450_00137-1","SFRP4"
"s_008um_00359_00097-1","SFRP4"
