"Barcode","Genes"
"s_008um_00234_00151-1","MMP11"
"s_008um_00398_00233-1","MMP11"
"s_008um_00290_00327-1","MMP11"
"s_008um_00193_00143-1","MMP11"
"s_008um_00425_00324-1","MMP11"
"s_008um_00228_00121-1","MMP11"
"s_008um_00180_00215-1","MMP11"
"s_008um_00627_00180-1","MMP11"
"s_008um_00381_00409-1","MMP11"
"s_008um_00235_00048-1","MMP11"
"s_008um_00252_00104-1","MMP11"
"s_008um_00501_00451-1","MMP11"
"s_008um_00619_00606-1","MMP11"
"s_008um_00255_00340-1","MMP11"
"s_008um_00289_00046-1","MMP11"
"s_008um_00740_00529-1","MMP11"
"s_008um_00366_00132-1","MMP11"
"s_008um_00378_00394-1","MMP11"
"s_008um_00575_00024-1","MMP11"
"s_008um_00502_00236-1","MMP11"
"s_008um_00229_00116-1","MMP11"
"s_008um_00531_00726-1","MMP11"
"s_008um_00220_00210-1","MMP11"
"s_008um_00483_00297-1","MMP11"
"s_008um_00499_00616-1","MMP11"
"s_008um_00301_00097-1","MMP11"
"s_008um_00630_00143-1","MMP11"
"s_008um_00473_00193-1","MMP11"
"s_008um_00686_00763-1","MMP11"
"s_008um_00292_00275-1","MMP11"
"s_008um_00367_00356-1","MMP11"
"s_008um_00620_00229-1","MMP11"
"s_008um_00420_00445-1","MMP11"
"s_008um_00366_00223-1","MMP11"
"s_008um_00282_00087-1","MMP11"
"s_008um_00185_00725-1","MMP11"
"s_008um_00647_00603-1","MMP11"
"s_008um_00412_00150-1","MMP11"
"s_008um_00426_00770-1","MMP11"
"s_008um_00229_00118-1","MMP11"
"s_008um_00562_00553-1","MMP11"
"s_008um_00331_00714-1","MMP11"
"s_008um_00380_00117-1","MMP11"
"s_008um_00647_00731-1","MMP11"
"s_008um_00557_00042-1","MMP11"
"s_008um_00277_00089-1","MMP11"
"s_008um_00680_00668-1","MMP11"
"s_008um_00395_00400-1","MMP11"
"s_008um_00178_00783-1","MMP11"
"s_008um_00231_00109-1","MMP11"
"s_008um_00516_00712-1","MMP11"
"s_008um_00328_00245-1","MMP11"
"s_008um_00581_00024-1","MMP11"
"s_008um_00326_00307-1","MMP11"
"s_008um_00440_00759-1","MMP11"
"s_008um_00357_00614-1","MMP11"
"s_008um_00322_00133-1","MMP11"
"s_008um_00252_00300-1","MMP11"
"s_008um_00340_00202-1","MMP11"
"s_008um_00386_00160-1","MMP11"
"s_008um_00412_00384-1","MMP11"
"s_008um_00276_00297-1","MMP11"
"s_008um_00235_00152-1","MMP11"
"s_008um_00297_00365-1","MMP11"
"s_008um_00635_00554-1","MMP11"
"s_008um_00351_00029-1","MMP11"
"s_008um_00441_00453-1","MMP11"
"s_008um_00215_00180-1","MMP11"
"s_008um_00308_00127-1","MMP11"
"s_008um_00583_00490-1","MMP11"
"s_008um_00304_00318-1","MMP11"
"s_008um_00568_00138-1","MMP11"
"s_008um_00484_00775-1","MMP11"
"s_008um_00475_00626-1","MMP11"
"s_008um_00514_00631-1","MMP11"
"s_008um_00242_00131-1","MMP11"
"s_008um_00301_00142-1","MMP11"
"s_008um_00490_00653-1","MMP11"
"s_008um_00404_00400-1","MMP11"
"s_008um_00428_00413-1","MMP11"
"s_008um_00302_00794-1","MMP11"
"s_008um_00292_00192-1","MMP11"
"s_008um_00219_00110-1","MMP11"
"s_008um_00592_00348-1","MMP11"
"s_008um_00367_00382-1","MMP11"
"s_008um_00284_00350-1","MMP11"
"s_008um_00250_00045-1","MMP11"
"s_008um_00300_00214-1","MMP11"
"s_008um_00370_00576-1","MMP11"
"s_008um_00375_00369-1","MMP11"
"s_008um_00329_00175-1","MMP11"
"s_008um_00163_00594-1","MMP11"
"s_008um_00459_00002-1","MMP11"
"s_008um_00405_00724-1","MMP11"
"s_008um_00608_00622-1","MMP11"
"s_008um_00236_00771-1","MMP11"
"s_008um_00145_00725-1","MMP11"
"s_008um_00437_00280-1","MMP11"
"s_008um_00250_00105-1","MMP11"
"s_008um_00187_00258-1","MMP11"
"s_008um_00202_00217-1","MMP11"
"s_008um_00228_00234-1","MMP11"
"s_008um_00343_00798-1","MMP11"
"s_008um_00323_00185-1","MMP11"
"s_008um_00536_00079-1","MMP11"
"s_008um_00303_00144-1","MMP11"
"s_008um_00249_00003-1","MMP11"
"s_008um_00353_00391-1","MMP11"
"s_008um_00693_00504-1","MMP11"
"s_008um_00171_00741-1","MMP11"
"s_008um_00392_00637-1","MMP11"
"s_008um_00167_00802-1","MMP11"
"s_008um_00541_00721-1","MMP11"
"s_008um_00571_00025-1","MMP11"
"s_008um_00228_00145-1","MMP11"
"s_008um_00177_00659-1","MMP11"
"s_008um_00434_00057-1","MMP11"
"s_008um_00230_00730-1","MMP11"
"s_008um_00344_00307-1","MMP11"
"s_008um_00438_00747-1","MMP11"
"s_008um_00372_00400-1","MMP11"
"s_008um_00559_00139-1","MMP11"
"s_008um_00334_00066-1","MMP11"
"s_008um_00229_00299-1","MMP11"
"s_008um_00480_00310-1","MMP11"
"s_008um_00391_00390-1","MMP11"
"s_008um_00077_00681-1","MMP11"
"s_008um_00207_00744-1","MMP11"
"s_008um_00425_00653-1","MMP11"
"s_008um_00330_00618-1","MMP11"
"s_008um_00480_00378-1","MMP11"
"s_008um_00429_00452-1","MMP11"
"s_008um_00072_00768-1","MMP11"
"s_008um_00180_00780-1","MMP11"
"s_008um_00372_00409-1","MMP11"
"s_008um_00249_00292-1","MMP11"
"s_008um_00570_00246-1","MMP11"
"s_008um_00222_00836-1","MMP11"
"s_008um_00255_00330-1","MMP11"
"s_008um_00192_00175-1","MMP11"
"s_008um_00513_00329-1","MMP11"
"s_008um_00246_00312-1","MMP11"
"s_008um_00234_00105-1","MMP11"
"s_008um_00484_00290-1","MMP11"
"s_008um_00178_00162-1","MMP11"
"s_008um_00484_00293-1","MMP11"
"s_008um_00389_00579-1","MMP11"
"s_008um_00371_00323-1","MMP11"
"s_008um_00342_00122-1","MMP11"
"s_008um_00351_00104-1","MMP11"
"s_008um_00507_00190-1","MMP11"
"s_008um_00567_00027-1","MMP11"
"s_008um_00431_00115-1","MMP11"
"s_008um_00282_00057-1","MMP11"
"s_008um_00376_00447-1","MMP11"
"s_008um_00564_00238-1","MMP11"
"s_008um_00332_00256-1","MMP11"
"s_008um_00065_00718-1","MMP11"
"s_008um_00481_00062-1","MMP11"
"s_008um_00399_00206-1","MMP11"
"s_008um_00323_00186-1","MMP11"
"s_008um_00397_00159-1","MMP11"
"s_008um_00111_00719-1","MMP11"
"s_008um_00244_00746-1","MMP11"
"s_008um_00582_00822-1","MMP11"
"s_008um_00353_00084-1","MMP11"
"s_008um_00578_00194-1","MMP11"
"s_008um_00480_00316-1","MMP11"
"s_008um_00644_00505-1","MMP11"
"s_008um_00569_00465-1","MMP11"
"s_008um_00255_00134-1","MMP11"
"s_008um_00305_00143-1","MMP11"
"s_008um_00005_00798-1","MMP11"
"s_008um_00344_00289-1","MMP11"
"s_008um_00366_00324-1","MMP11"
"s_008um_00360_00389-1","MMP11"
"s_008um_00381_00085-1","MMP11"
"s_008um_00266_00264-1","MMP11"
"s_008um_00368_00118-1","MMP11"
"s_008um_00262_00139-1","MMP11"
"s_008um_00531_00539-1","MMP11"
"s_008um_00576_00753-1","MMP11"
"s_008um_00449_00593-1","MMP11"
"s_008um_00315_00275-1","MMP11"
"s_008um_00036_00729-1","MMP11"
"s_008um_00449_00787-1","MMP11"
"s_008um_00575_00338-1","MMP11"
"s_008um_00354_00389-1","MMP11"
"s_008um_00577_00341-1","MMP11"
"s_008um_00020_00797-1","MMP11"
"s_008um_00233_00110-1","MMP11"
"s_008um_00383_00713-1","MMP11"
"s_008um_00415_00010-1","MMP11"
"s_008um_00299_00024-1","MMP11"
"s_008um_00198_00141-1","MMP11"
"s_008um_00135_00794-1","MMP11"
"s_008um_00160_00723-1","MMP11"
"s_008um_00411_00717-1","MMP11"
"s_008um_00522_00480-1","MMP11"
"s_008um_00314_00110-1","MMP11"
"s_008um_00237_00110-1","MMP11"
"s_008um_00250_00141-1","MMP11"
"s_008um_00229_00145-1","MMP11"
"s_008um_00226_00648-1","MMP11"
"s_008um_00505_00017-1","MMP11"
"s_008um_00174_00213-1","MMP11"
"s_008um_00529_00164-1","MMP11"
"s_008um_00470_00121-1","MMP11"
"s_008um_00396_00410-1","MMP11"
"s_008um_00192_00699-1","MMP11"
"s_008um_00237_00151-1","MMP11"
"s_008um_00249_00143-1","MMP11"
"s_008um_00238_00731-1","MMP11"
"s_008um_00565_00224-1","MMP11"
"s_008um_00426_00153-1","MMP11"
"s_008um_00326_00231-1","MMP11"
"s_008um_00246_00303-1","MMP11"
"s_008um_00320_00726-1","MMP11"
"s_008um_00236_00144-1","MMP11"
"s_008um_00443_00388-1","MMP11"
"s_008um_00235_00734-1","MMP11"
"s_008um_00468_00000-1","MMP11"
"s_008um_00197_00039-1","MMP11"
"s_008um_00362_00071-1","MMP11"
"s_008um_00236_00128-1","MMP11"
"s_008um_00575_00459-1","MMP11"
"s_008um_00236_00045-1","MMP11"
"s_008um_00229_00131-1","MMP11"
"s_008um_00350_00299-1","MMP11"
"s_008um_00398_00613-1","MMP11"
"s_008um_00328_00262-1","MMP11"
"s_008um_00371_00168-1","MMP11"
"s_008um_00566_00007-1","MMP11"
"s_008um_00254_00028-1","MMP11"
"s_008um_00371_00747-1","MMP11"
"s_008um_00412_00010-1","MMP11"
"s_008um_00176_00171-1","MMP11"
"s_008um_00463_00657-1","MMP11"
"s_008um_00415_00380-1","MMP11"
"s_008um_00633_00583-1","MMP11"
"s_008um_00292_00800-1","MMP11"
"s_008um_00223_00115-1","MMP11"
"s_008um_00329_00235-1","MMP11"
"s_008um_00368_00377-1","MMP11"
"s_008um_00237_00138-1","MMP11"
"s_008um_00517_00191-1","MMP11"
"s_008um_00598_00491-1","MMP11"
"s_008um_00410_00565-1","MMP11"
"s_008um_00341_00140-1","MMP11"
"s_008um_00526_00636-1","MMP11"
"s_008um_00423_00694-1","MMP11"
"s_008um_00512_00513-1","MMP11"
"s_008um_00325_00310-1","MMP11"
"s_008um_00367_00742-1","MMP11"
"s_008um_00217_00303-1","MMP11"
"s_008um_00297_00144-1","MMP11"
"s_008um_00396_00619-1","MMP11"
"s_008um_00282_00241-1","MMP11"
"s_008um_00492_00007-1","MMP11"
"s_008um_00522_00321-1","MMP11"
"s_008um_00559_00026-1","MMP11"
"s_008um_00291_00371-1","MMP11"
