"Barcode","Genes"
"s_008um_00253_00073-1","TIMP3"
"s_008um_00412_00607-1","TIMP3"
"s_008um_00235_00332-1","TIMP3"
"s_008um_00336_00124-1","TIMP3"
"s_008um_00640_00763-1","TIMP3"
"s_008um_00220_00695-1","TIMP3"
"s_008um_00197_00338-1","TIMP3"
"s_008um_00306_00756-1","TIMP3"
"s_008um_00204_00005-1","TIMP3"
"s_008um_00637_00621-1","TIMP3"
"s_008um_00255_00248-1","TIMP3"
"s_008um_00438_00575-1","TIMP3"
"s_008um_00417_00252-1","TIMP3"
"s_008um_00389_00306-1","TIMP3"
"s_008um_00533_00501-1","TIMP3"
"s_008um_00454_00655-1","TIMP3"
"s_008um_00460_00485-1","TIMP3"
"s_008um_00187_00796-1","TIMP3"
"s_008um_00434_00171-1","TIMP3"
"s_008um_00396_00223-1","TIMP3"
"s_008um_00650_00509-1","TIMP3"
"s_008um_00080_00805-1","TIMP3"
"s_008um_00400_00327-1","TIMP3"
"s_008um_00618_00638-1","TIMP3"
"s_008um_00452_00390-1","TIMP3"
"s_008um_00113_00658-1","TIMP3"
"s_008um_00365_00300-1","TIMP3"
"s_008um_00522_00500-1","TIMP3"
"s_008um_00007_00262-1","TIMP3"
"s_008um_00387_00083-1","TIMP3"
"s_008um_00233_00302-1","TIMP3"
"s_008um_00291_00420-1","TIMP3"
"s_008um_00748_00461-1","TIMP3"
"s_008um_00321_00680-1","TIMP3"
"s_008um_00400_00737-1","TIMP3"
"s_008um_00352_00677-1","TIMP3"
"s_008um_00341_00336-1","TIMP3"
"s_008um_00077_00207-1","TIMP3"
"s_008um_00330_00740-1","TIMP3"
"s_008um_00162_00115-1","TIMP3"
"s_008um_00347_00594-1","TIMP3"
"s_008um_00238_00129-1","TIMP3"
"s_008um_00215_00221-1","TIMP3"
"s_008um_00141_00297-1","TIMP3"
"s_008um_00492_00635-1","TIMP3"
"s_008um_00379_00570-1","TIMP3"
"s_008um_00081_00322-1","TIMP3"
"s_008um_00669_00468-1","TIMP3"
"s_008um_00218_00510-1","TIMP3"
"s_008um_00479_00402-1","TIMP3"
"s_008um_00696_00450-1","TIMP3"
"s_008um_00073_00816-1","TIMP3"
"s_008um_00448_00168-1","TIMP3"
"s_008um_00263_00384-1","TIMP3"
"s_008um_00330_00660-1","TIMP3"
"s_008um_00444_00765-1","TIMP3"
"s_008um_00119_00644-1","TIMP3"
"s_008um_00304_00310-1","TIMP3"
"s_008um_00568_00139-1","TIMP3"
"s_008um_00504_00652-1","TIMP3"
"s_008um_00408_00621-1","TIMP3"
"s_008um_00477_00452-1","TIMP3"
"s_008um_00477_00419-1","TIMP3"
"s_008um_00520_00281-1","TIMP3"
"s_008um_00754_00482-1","TIMP3"
"s_008um_00626_00687-1","TIMP3"
"s_008um_00161_00736-1","TIMP3"
"s_008um_00432_00482-1","TIMP3"
"s_008um_00743_00500-1","TIMP3"
"s_008um_00315_00295-1","TIMP3"
"s_008um_00424_00547-1","TIMP3"
"s_008um_00342_00468-1","TIMP3"
"s_008um_00137_00668-1","TIMP3"
"s_008um_00066_00055-1","TIMP3"
"s_008um_00423_00444-1","TIMP3"
"s_008um_00508_00001-1","TIMP3"
"s_008um_00545_00225-1","TIMP3"
"s_008um_00392_00226-1","TIMP3"
"s_008um_00387_00550-1","TIMP3"
"s_008um_00358_00195-1","TIMP3"
"s_008um_00169_00107-1","TIMP3"
"s_008um_00313_00077-1","TIMP3"
"s_008um_00511_00083-1","TIMP3"
"s_008um_00037_00745-1","TIMP3"
"s_008um_00305_00763-1","TIMP3"
"s_008um_00457_00603-1","TIMP3"
"s_008um_00432_00372-1","TIMP3"
"s_008um_00288_00431-1","TIMP3"
"s_008um_00674_00429-1","TIMP3"
"s_008um_00292_00337-1","TIMP3"
"s_008um_00367_00391-1","TIMP3"
"s_008um_00494_00155-1","TIMP3"
"s_008um_00286_00407-1","TIMP3"
"s_008um_00310_00026-1","TIMP3"
"s_008um_00396_00025-1","TIMP3"
"s_008um_00134_00663-1","TIMP3"
"s_008um_00340_00829-1","TIMP3"
"s_008um_00335_00027-1","TIMP3"
"s_008um_00134_00535-1","TIMP3"
"s_008um_00306_00018-1","TIMP3"
"s_008um_00539_00342-1","TIMP3"
"s_008um_00319_00152-1","TIMP3"
"s_008um_00582_00810-1","TIMP3"
"s_008um_00181_00069-1","TIMP3"
"s_008um_00342_00348-1","TIMP3"
"s_008um_00137_00779-1","TIMP3"
"s_008um_00138_00753-1","TIMP3"
"s_008um_00466_00114-1","TIMP3"
"s_008um_00304_00355-1","TIMP3"
"s_008um_00007_00485-1","TIMP3"
"s_008um_00200_00691-1","TIMP3"
"s_008um_00475_00155-1","TIMP3"
"s_008um_00220_00160-1","TIMP3"
"s_008um_00774_00504-1","TIMP3"
"s_008um_00411_00560-1","TIMP3"
"s_008um_00725_00567-1","TIMP3"
"s_008um_00272_00141-1","TIMP3"
"s_008um_00473_00135-1","TIMP3"
"s_008um_00359_00151-1","TIMP3"
"s_008um_00592_00788-1","TIMP3"
"s_008um_00541_00605-1","TIMP3"
"s_008um_00213_00137-1","TIMP3"
"s_008um_00413_00282-1","TIMP3"
"s_008um_00496_00060-1","TIMP3"
"s_008um_00302_00343-1","TIMP3"
"s_008um_00330_00469-1","TIMP3"
"s_008um_00350_00328-1","TIMP3"
"s_008um_00543_00100-1","TIMP3"
"s_008um_00560_00301-1","TIMP3"
"s_008um_00606_00212-1","TIMP3"
"s_008um_00729_00496-1","TIMP3"
"s_008um_00505_00191-1","TIMP3"
"s_008um_00235_00135-1","TIMP3"
"s_008um_00266_00004-1","TIMP3"
"s_008um_00395_00588-1","TIMP3"
"s_008um_00467_00168-1","TIMP3"
"s_008um_00307_00832-1","TIMP3"
"s_008um_00081_00810-1","TIMP3"
"s_008um_00352_00182-1","TIMP3"
"s_008um_00533_00033-1","TIMP3"
"s_008um_00071_00647-1","TIMP3"
"s_008um_00434_00635-1","TIMP3"
"s_008um_00618_00479-1","TIMP3"
"s_008um_00356_00186-1","TIMP3"
"s_008um_00363_00214-1","TIMP3"
"s_008um_00323_00213-1","TIMP3"
"s_008um_00400_00290-1","TIMP3"
"s_008um_00325_00642-1","TIMP3"
"s_008um_00518_00017-1","TIMP3"
"s_008um_00100_00511-1","TIMP3"
"s_008um_00412_00256-1","TIMP3"
"s_008um_00420_00338-1","TIMP3"
"s_008um_00622_00501-1","TIMP3"
"s_008um_00379_00252-1","TIMP3"
"s_008um_00486_00410-1","TIMP3"
"s_008um_00128_00709-1","TIMP3"
"s_008um_00184_00231-1","TIMP3"
"s_008um_00559_00666-1","TIMP3"
"s_008um_00263_00309-1","TIMP3"
"s_008um_00258_00763-1","TIMP3"
"s_008um_00543_00409-1","TIMP3"
"s_008um_00218_00732-1","TIMP3"
"s_008um_00201_00281-1","TIMP3"
"s_008um_00426_00330-1","TIMP3"
"s_008um_00583_00424-1","TIMP3"
"s_008um_00252_00661-1","TIMP3"
"s_008um_00659_00613-1","TIMP3"
"s_008um_00414_00481-1","TIMP3"
"s_008um_00508_00130-1","TIMP3"
"s_008um_00298_00129-1","TIMP3"
"s_008um_00229_00322-1","TIMP3"
"s_008um_00493_00126-1","TIMP3"
"s_008um_00250_00025-1","TIMP3"
"s_008um_00302_00073-1","TIMP3"
"s_008um_00319_00299-1","TIMP3"
"s_008um_00423_00556-1","TIMP3"
"s_008um_00555_00531-1","TIMP3"
"s_008um_00064_00439-1","TIMP3"
"s_008um_00297_00403-1","TIMP3"
"s_008um_00617_00476-1","TIMP3"
"s_008um_00569_00015-1","TIMP3"
"s_008um_00500_00446-1","TIMP3"
"s_008um_00613_00770-1","TIMP3"
"s_008um_00272_00143-1","TIMP3"
"s_008um_00294_00130-1","TIMP3"
"s_008um_00278_00790-1","TIMP3"
