"Barcode","Genes"
"s_008um_00631_00676-1","CXCL14"
"s_008um_00624_00726-1","CXCL14"
"s_008um_00621_00712-1","CXCL14"
"s_008um_00276_00064-1","CXCL14"
"s_008um_00469_00019-1","CXCL14"
"s_008um_00618_00553-1","CXCL14"
"s_008um_00379_00796-1","CXCL14"
"s_008um_00234_00302-1","CXCL14"
"s_008um_00470_00747-1","CXCL14"
"s_008um_00090_00669-1","CXCL14"
"s_008um_00534_00604-1","CXCL14"
"s_008um_00343_00181-1","CXCL14"
"s_008um_00383_00211-1","CXCL14"
"s_008um_00545_00720-1","CXCL14"
"s_008um_00339_00171-1","CXCL14"
"s_008um_00248_00156-1","CXCL14"
"s_008um_00284_00281-1","CXCL14"
"s_008um_00330_00823-1","CXCL14"
"s_008um_00437_00266-1","CXCL14"
"s_008um_00601_00576-1","CXCL14"
"s_008um_00698_00711-1","CXCL14"
"s_008um_00094_00665-1","CXCL14"
"s_008um_00562_00802-1","CXCL14"
"s_008um_00228_00288-1","CXCL14"
"s_008um_00374_00214-1","CXCL14"
"s_008um_00317_00169-1","CXCL14"
"s_008um_00565_00097-1","CXCL14"
"s_008um_00437_00648-1","CXCL14"
"s_008um_00044_00613-1","CXCL14"
"s_008um_00117_00797-1","CXCL14"
"s_008um_00132_00777-1","CXCL14"
"s_008um_00484_00236-1","CXCL14"
"s_008um_00639_00581-1","CXCL14"
"s_008um_00249_00771-1","CXCL14"
"s_008um_00589_00220-1","CXCL14"
"s_008um_00196_00725-1","CXCL14"
"s_008um_00331_00705-1","CXCL14"
"s_008um_00529_00211-1","CXCL14"
"s_008um_00464_00574-1","CXCL14"
"s_008um_00403_00623-1","CXCL14"
"s_008um_00425_00249-1","CXCL14"
"s_008um_00387_00590-1","CXCL14"
"s_008um_00438_00205-1","CXCL14"
"s_008um_00194_00149-1","CXCL14"
"s_008um_00695_00565-1","CXCL14"
"s_008um_00555_00233-1","CXCL14"
"s_008um_00153_00759-1","CXCL14"
"s_008um_00238_00714-1","CXCL14"
"s_008um_00513_00016-1","CXCL14"
"s_008um_00331_00168-1","CXCL14"
"s_008um_00602_00427-1","CXCL14"
"s_008um_00473_00017-1","CXCL14"
"s_008um_00430_00363-1","CXCL14"
"s_008um_00469_00374-1","CXCL14"
"s_008um_00628_00588-1","CXCL14"
"s_008um_00263_00685-1","CXCL14"
"s_008um_00474_00227-1","CXCL14"
"s_008um_00574_00648-1","CXCL14"
"s_008um_00300_00727-1","CXCL14"
"s_008um_00745_00502-1","CXCL14"
"s_008um_00386_00457-1","CXCL14"
"s_008um_00668_00755-1","CXCL14"
"s_008um_00730_00480-1","CXCL14"
"s_008um_00700_00502-1","CXCL14"
"s_008um_00509_00222-1","CXCL14"
"s_008um_00254_00825-1","CXCL14"
"s_008um_00232_00809-1","CXCL14"
"s_008um_00268_00809-1","CXCL14"
"s_008um_00534_00585-1","CXCL14"
"s_008um_00590_00235-1","CXCL14"
"s_008um_00666_00435-1","CXCL14"
"s_008um_00491_00632-1","CXCL14"
"s_008um_00618_00403-1","CXCL14"
"s_008um_00261_00544-1","CXCL14"
"s_008um_00641_00641-1","CXCL14"
"s_008um_00456_00398-1","CXCL14"
"s_008um_00563_00692-1","CXCL14"
"s_008um_00316_00746-1","CXCL14"
"s_008um_00754_00505-1","CXCL14"
"s_008um_00249_00740-1","CXCL14"
"s_008um_00624_00576-1","CXCL14"
"s_008um_00468_00432-1","CXCL14"
"s_008um_00578_00573-1","CXCL14"
"s_008um_00591_00159-1","CXCL14"
"s_008um_00411_00382-1","CXCL14"
"s_008um_00487_00405-1","CXCL14"
"s_008um_00616_00158-1","CXCL14"
"s_008um_00377_00159-1","CXCL14"
"s_008um_00663_00612-1","CXCL14"
"s_008um_00295_00673-1","CXCL14"
"s_008um_00242_00158-1","CXCL14"
"s_008um_00444_00121-1","CXCL14"
"s_008um_00518_00625-1","CXCL14"
"s_008um_00485_00414-1","CXCL14"
"s_008um_00502_00083-1","CXCL14"
"s_008um_00179_00207-1","CXCL14"
"s_008um_00415_00658-1","CXCL14"
"s_008um_00114_00686-1","CXCL14"
"s_008um_00489_00648-1","CXCL14"
"s_008um_00084_00747-1","CXCL14"
"s_008um_00388_00221-1","CXCL14"
"s_008um_00243_00634-1","CXCL14"
"s_008um_00308_00116-1","CXCL14"
"s_008um_00104_00718-1","CXCL14"
"s_008um_00610_00531-1","CXCL14"
"s_008um_00524_00257-1","CXCL14"
"s_008um_00634_00518-1","CXCL14"
"s_008um_00616_00418-1","CXCL14"
"s_008um_00573_00657-1","CXCL14"
"s_008um_00508_00192-1","CXCL14"
"s_008um_00367_00783-1","CXCL14"
"s_008um_00417_00273-1","CXCL14"
"s_008um_00459_00134-1","CXCL14"
"s_008um_00393_00784-1","CXCL14"
"s_008um_00591_00568-1","CXCL14"
"s_008um_00541_00397-1","CXCL14"
"s_008um_00319_00148-1","CXCL14"
"s_008um_00315_00270-1","CXCL14"
"s_008um_00365_00376-1","CXCL14"
"s_008um_00663_00504-1","CXCL14"
"s_008um_00126_00638-1","CXCL14"
"s_008um_00142_00616-1","CXCL14"
"s_008um_00637_00762-1","CXCL14"
"s_008um_00590_00569-1","CXCL14"
"s_008um_00472_00209-1","CXCL14"
"s_008um_00646_00645-1","CXCL14"
"s_008um_00658_00646-1","CXCL14"
"s_008um_00541_00724-1","CXCL14"
"s_008um_00058_00606-1","CXCL14"
"s_008um_00578_00257-1","CXCL14"
