"Barcode","Genes"
"s_008um_00300_00071-1","GREM1"
"s_008um_00214_00348-1","GREM1"
"s_008um_00335_00411-1","GREM1"
"s_008um_00198_00272-1","GREM1"
"s_008um_00110_00471-1","GREM1"
"s_008um_00182_00125-1","GREM1"
"s_008um_00432_00211-1","GREM1"
"s_008um_00306_00397-1","GREM1"
"s_008um_00182_00138-1","GREM1"
"s_008um_00346_00334-1","GREM1"
"s_008um_00136_00187-1","GREM1"
"s_008um_00423_00150-1","GREM1"
"s_008um_00065_00097-1","GREM1"
"s_008um_00129_00257-1","GREM1"
"s_008um_00189_00272-1","GREM1"
"s_008um_00303_00089-1","GREM1"
"s_008um_00409_00171-1","GREM1"
"s_008um_00187_00090-1","GREM1"
