"Barcode","Genes"
"s_008um_00383_00211-1","IGFBP3"
"s_008um_00558_00051-1","IGFBP3"
"s_008um_00185_00729-1","IGFBP3"
"s_008um_00732_00524-1","IGFBP3"
"s_008um_00335_00352-1","IGFBP3"
"s_008um_00673_00468-1","IGFBP3"
"s_008um_00588_00818-1","IGFBP3"
"s_008um_00105_00664-1","IGFBP3"
"s_008um_00328_00363-1","IGFBP3"
"s_008um_00561_00071-1","IGFBP3"
"s_008um_00653_00457-1","IGFBP3"
"s_008um_00609_00786-1","IGFBP3"
"s_008um_00374_00214-1","IGFBP3"
"s_008um_00317_00169-1","IGFBP3"
"s_008um_00044_00613-1","IGFBP3"
"s_008um_00240_00335-1","IGFBP3"
"s_008um_00284_00353-1","IGFBP3"
"s_008um_00696_00729-1","IGFBP3"
"s_008um_00343_00104-1","IGFBP3"
"s_008um_00164_00009-1","IGFBP3"
"s_008um_00378_00291-1","IGFBP3"
"s_008um_00331_00168-1","IGFBP3"
"s_008um_00349_00169-1","IGFBP3"
"s_008um_00188_00278-1","IGFBP3"
"s_008um_00179_00823-1","IGFBP3"
"s_008um_00351_00257-1","IGFBP3"
"s_008um_00381_00288-1","IGFBP3"
"s_008um_00646_00637-1","IGFBP3"
"s_008um_00684_00749-1","IGFBP3"
"s_008um_00361_00014-1","IGFBP3"
"s_008um_00415_00152-1","IGFBP3"
"s_008um_00425_00360-1","IGFBP3"
"s_008um_00471_00232-1","IGFBP3"
"s_008um_00350_00127-1","IGFBP3"
"s_008um_00381_00240-1","IGFBP3"
"s_008um_00150_00001-1","IGFBP3"
"s_008um_00282_00626-1","IGFBP3"
"s_008um_00324_00155-1","IGFBP3"
"s_008um_00590_00235-1","IGFBP3"
"s_008um_00213_00281-1","IGFBP3"
"s_008um_00359_00615-1","IGFBP3"
"s_008um_00078_00323-1","IGFBP3"
"s_008um_00032_00815-1","IGFBP3"
"s_008um_00467_00474-1","IGFBP3"
"s_008um_00403_00351-1","IGFBP3"
"s_008um_00452_00805-1","IGFBP3"
"s_008um_00398_00533-1","IGFBP3"
"s_008um_00391_00166-1","IGFBP3"
"s_008um_00627_00716-1","IGFBP3"
"s_008um_00346_00246-1","IGFBP3"
"s_008um_00365_00106-1","IGFBP3"
"s_008um_00382_00046-1","IGFBP3"
"s_008um_00316_00103-1","IGFBP3"
"s_008um_00271_00403-1","IGFBP3"
"s_008um_00405_00238-1","IGFBP3"
"s_008um_00179_00207-1","IGFBP3"
"s_008um_00450_00309-1","IGFBP3"
"s_008um_00418_00280-1","IGFBP3"
"s_008um_00084_00747-1","IGFBP3"
"s_008um_00388_00221-1","IGFBP3"
"s_008um_00208_00099-1","IGFBP3"
"s_008um_00332_00373-1","IGFBP3"
"s_008um_00411_00439-1","IGFBP3"
"s_008um_00261_00061-1","IGFBP3"
"s_008um_00230_00311-1","IGFBP3"
"s_008um_00351_00269-1","IGFBP3"
"s_008um_00410_00368-1","IGFBP3"
"s_008um_00248_00329-1","IGFBP3"
"s_008um_00067_00437-1","IGFBP3"
"s_008um_00337_00290-1","IGFBP3"
"s_008um_00365_00376-1","IGFBP3"
"s_008um_00002_00769-1","IGFBP3"
"s_008um_00126_00638-1","IGFBP3"
"s_008um_00286_00434-1","IGFBP3"
"s_008um_00504_00201-1","IGFBP3"
"s_008um_00413_00176-1","IGFBP3"
"s_008um_00574_00068-1","IGFBP3"
"s_008um_00303_00094-1","IGFBP3"
"s_008um_00373_00391-1","IGFBP3"
"s_008um_00396_00112-1","IGFBP3"
"s_008um_00354_00147-1","IGFBP3"
"s_008um_00336_00376-1","IGFBP3"
"s_008um_00420_00259-1","IGFBP3"
"s_008um_00474_00187-1","IGFBP3"
"s_008um_00283_00149-1","IGFBP3"
"s_008um_00228_00416-1","IGFBP3"
"s_008um_00160_00184-1","IGFBP3"
"s_008um_00104_00800-1","IGFBP3"
"s_008um_00314_00772-1","IGFBP3"
"s_008um_00342_00373-1","IGFBP3"
"s_008um_00203_00821-1","IGFBP3"
"s_008um_00163_00156-1","IGFBP3"
"s_008um_00130_00729-1","IGFBP3"
"s_008um_00383_00347-1","IGFBP3"
"s_008um_00366_00161-1","IGFBP3"
"s_008um_00158_00640-1","IGFBP3"
"s_008um_00319_00236-1","IGFBP3"
"s_008um_00438_00322-1","IGFBP3"
"s_008um_00250_00332-1","IGFBP3"
"s_008um_00459_00731-1","IGFBP3"
"s_008um_00337_00138-1","IGFBP3"
"s_008um_00345_00080-1","IGFBP3"
"s_008um_00382_00429-1","IGFBP3"
"s_008um_00661_00811-1","IGFBP3"
"s_008um_00424_00142-1","IGFBP3"
"s_008um_00121_00715-1","IGFBP3"
"s_008um_00569_00576-1","IGFBP3"
"s_008um_00362_00230-1","IGFBP3"
"s_008um_00366_00190-1","IGFBP3"
"s_008um_00358_00235-1","IGFBP3"
"s_008um_00363_00081-1","IGFBP3"
"s_008um_00277_00312-1","IGFBP3"
"s_008um_00360_00245-1","IGFBP3"
"s_008um_00567_00216-1","IGFBP3"
"s_008um_00352_00069-1","IGFBP3"
"s_008um_00137_00511-1","IGFBP3"
"s_008um_00323_00088-1","IGFBP3"
"s_008um_00640_00636-1","IGFBP3"
"s_008um_00341_00344-1","IGFBP3"
"s_008um_00279_00073-1","IGFBP3"
"s_008um_00423_00347-1","IGFBP3"
"s_008um_00396_00050-1","IGFBP3"
"s_008um_00408_00299-1","IGFBP3"
"s_008um_00250_00543-1","IGFBP3"
"s_008um_00212_00289-1","IGFBP3"
"s_008um_00390_00225-1","IGFBP3"
"s_008um_00423_00256-1","IGFBP3"
"s_008um_00428_00720-1","IGFBP3"
"s_008um_00571_00798-1","IGFBP3"
"s_008um_00622_00119-1","IGFBP3"
"s_008um_00023_00798-1","IGFBP3"
"s_008um_00326_00115-1","IGFBP3"
"s_008um_00704_00549-1","IGFBP3"
"s_008um_00345_00366-1","IGFBP3"
"s_008um_00403_00109-1","IGFBP3"
"s_008um_00653_00632-1","IGFBP3"
"s_008um_00336_00262-1","IGFBP3"
"s_008um_00360_00223-1","IGFBP3"
"s_008um_00374_00180-1","IGFBP3"
"s_008um_00282_00092-1","IGFBP3"
"s_008um_00339_00158-1","IGFBP3"
"s_008um_00324_00147-1","IGFBP3"
"s_008um_00620_00116-1","IGFBP3"
"s_008um_00598_00147-1","IGFBP3"
"s_008um_00003_00776-1","IGFBP3"
"s_008um_00314_00754-1","IGFBP3"
"s_008um_00358_00200-1","IGFBP3"
"s_008um_00321_00083-1","IGFBP3"
"s_008um_00291_00272-1","IGFBP3"
"s_008um_00317_00084-1","IGFBP3"
"s_008um_00202_00629-1","IGFBP3"
"s_008um_00289_00821-1","IGFBP3"
"s_008um_00137_00305-1","IGFBP3"
"s_008um_00339_00271-1","IGFBP3"
"s_008um_00424_00367-1","IGFBP3"
"s_008um_00080_00655-1","IGFBP3"
"s_008um_00203_00281-1","IGFBP3"
"s_008um_00234_00724-1","IGFBP3"
"s_008um_00600_00385-1","IGFBP3"
"s_008um_00169_00194-1","IGFBP3"
"s_008um_00624_00151-1","IGFBP3"
"s_008um_00303_00830-1","IGFBP3"
"s_008um_00484_00110-1","IGFBP3"
"s_008um_00383_00299-1","IGFBP3"
"s_008um_00257_00350-1","IGFBP3"
"s_008um_00438_00652-1","IGFBP3"
"s_008um_00335_00094-1","IGFBP3"
"s_008um_00340_00207-1","IGFBP3"
"s_008um_00300_00775-1","IGFBP3"
"s_008um_00572_00652-1","IGFBP3"
"s_008um_00328_00192-1","IGFBP3"
"s_008um_00408_00102-1","IGFBP3"
"s_008um_00443_00150-1","IGFBP3"
"s_008um_00231_00774-1","IGFBP3"
"s_008um_00228_00188-1","IGFBP3"
"s_008um_00223_00302-1","IGFBP3"
"s_008um_00343_00329-1","IGFBP3"
"s_008um_00244_00331-1","IGFBP3"
"s_008um_00312_00197-1","IGFBP3"
"s_008um_00433_00735-1","IGFBP3"
"s_008um_00411_00664-1","IGFBP3"
"s_008um_00184_00260-1","IGFBP3"
"s_008um_00355_00287-1","IGFBP3"
"s_008um_00110_00155-1","IGFBP3"
"s_008um_00179_00035-1","IGFBP3"
"s_008um_00382_00143-1","IGFBP3"
"s_008um_00632_00796-1","IGFBP3"
"s_008um_00378_00161-1","IGFBP3"
"s_008um_00240_00347-1","IGFBP3"
"s_008um_00379_00214-1","IGFBP3"
"s_008um_00052_00280-1","IGFBP3"
"s_008um_00386_00154-1","IGFBP3"
"s_008um_00699_00469-1","IGFBP3"
"s_008um_00407_00125-1","IGFBP3"
"s_008um_00292_00454-1","IGFBP3"
"s_008um_00422_00388-1","IGFBP3"
"s_008um_00232_00103-1","IGFBP3"
"s_008um_00115_00617-1","IGFBP3"
"s_008um_00193_00143-1","IGFBP3"
"s_008um_00398_00359-1","IGFBP3"
"s_008um_00465_00653-1","IGFBP3"
"s_008um_00284_00374-1","IGFBP3"
"s_008um_00724_00606-1","IGFBP3"
"s_008um_00393_00182-1","IGFBP3"
"s_008um_00217_00063-1","IGFBP3"
"s_008um_00351_00370-1","IGFBP3"
"s_008um_00251_00332-1","IGFBP3"
"s_008um_00307_00349-1","IGFBP3"
"s_008um_00228_00121-1","IGFBP3"
